,App,Category,Rating,Reviews,Size,Installs,Type,Price,Content Rating,Genres,Last Updated,Current Ver,Android Ver,Content Rating NUM,Category NUM
1044,Arab Halls - For Wedding & Events,EVENTS,4.8,28,6.3,1000,Free,0.0,Everyone,Events,"May 20, 2018",8.0bld14,4.1 and up,1,10
1046,TCF National Conference,EVENTS,4.191767218366257,1,34,100,Free,0.0,Everyone,Events,"July 11, 2018",1.0,4.1 and up,1,10
10767,NFP 2018,EVENTS,4.8,8,16,500,Free,0.0,Everyone,Events,"January 9, 2018",1.0.3,4.2 and up,1,10
7302,CG BILASPUR CARNIVAL,EVENTS,3.8,59,1.8,5000,Free,0.0,Everyone,Events,"April 11, 2018",1.5,4.0 and up,1,10
1047,Endurance Lifestyle,EVENTS,4.6,7,3.8,500,Free,0.0,Teen,Events,"July 10, 2017",2.1,4.2 and up,4,10
10605,FL Bankers,EVENTS,4.191767218366257,0,3.4,10,Free,0.0,Everyone,Events,"June 5, 2018",1.0.1,4.2 and up,1,10
9699,eP Scanner,EVENTS,4.191767218366257,0,20,100,Free,0.0,Everyone,Events,"October 13, 2017",1.5,4.4 and up,1,10
8356,EVENTOS DF,EVENTS,4.191767218366257,0,4.5,10,Free,0.0,Everyone,Events,"December 1, 2017",1.0.1,4.1 and up,1,10
1025,Summer Madness,EVENTS,4.191767218366257,4,1.4,100,Free,0.0,Everyone,Events,"July 26, 2018",1.107,4.0 and up,1,10
1041,mobLee Events,EVENTS,4.191767218366257,11,11,5000,Free,0.0,Everyone,Events,"May 30, 2018",3.05.30.16,4.1 and up,1,10
1024,Sarajevo Film Festival - Official,EVENTS,4.191767218366257,6,9.7,100,Free,0.0,Everyone 10+,Events,"July 31, 2018",2.0.1,4.4W and up,2,10
1012,my4D,EVENTS,4.6,573,8.7,100000,Free,0.0,Everyone,Events,"July 12, 2018",1.40,4.2 and up,1,10
1023,Birthdays & Other Events,EVENTS,4.3,456,2.8,50000,Free,0.0,Everyone,Events,"June 21, 2018",1.75,2.3.3 and up,1,10
9199,EB-Chat – For my Events,EVENTS,4.191767218366257,2,21,10,Free,0.0,Teen,Events,"November 16, 2017",1.4,3.0 and up,4,10
1011,"SeatGeek – Tickets to Sports, Concerts, Broadway",EVENTS,4.4,15558,26,1000000,Free,0.0,Everyone,Events,"August 3, 2018",2018.07.31229,5.0 and up,1,10
1010,DroidAdmin for Android - Advice,EVENTS,4.2,811,2.8,10000,Free,0.0,Everyone,Events,"May 29, 2018",3.8,4.0 and up,1,10
1009,Fever,EVENTS,4.0,20611,12,1000000,Free,0.0,Teen,Events,"July 18, 2018",4.3.6,4.1 and up,4,10
1007,Birdays - Birthday reminder,EVENTS,4.5,2153,5.9,50000,Free,0.0,Everyone,Events,"December 14, 2017",1.5.0,4.1 and up,1,10
1006,Reminder,EVENTS,4.5,7074,6.3,500000,Free,0.0,Everyone,Events,"June 25, 2018",1.57,4.1 and up,1,10
1005,Ticketmaster Event Tickets,EVENTS,4.0,40113,36,5000000,Free,0.0,Everyone,Events,"July 23, 2018",Varies with device,Varies with device,1,10
1013,VAN NIAN 2018 - Vietnamese Calendar,EVENTS,4.191767218366257,37,16,10000,Free,0.0,Everyone,Events,"November 27, 2017",1.0,4.0 and up,1,10
5404,AO Player,EVENTS,4.0,9,3.3,1000,Free,0.0,Everyone,Events,"December 20, 2017",1.1.4,4.4 and up,1,10
6624,BP Fitness Lead Scanner,EVENTS,4.191767218366257,0,6.7,1,Paid,109.99,Everyone,Events,"August 23, 2017",0.0.1,4.1 and up,1,10
9498,EK Bailey Preaching Conference,EVENTS,5.0,3,30,500,Free,0.0,Everyone,Events,"July 2, 2018",5.30.01,5.1 and up,1,10
9282,EF Events,EVENTS,5.0,7,4.4,100,Free,0.0,Teen,Events,"October 5, 2017",Varies with device,Varies with device,4,10
6576,Bo Aung Din,EVENTS,4.1,110,2.6,5000,Free,0.0,Teen,Events,"June 5, 2018",Version 1.3.1,4.0.3 and up,4,10
5025,Event Manager - AllEvents.in,EVENTS,4.7,120,5.1,10000,Free,0.0,Everyone,Events,"July 25, 2018",2.5,4.0.3 and up,1,10
9329,EG Groups,EVENTS,4.191767218366257,0,1.1,10,Free,0.0,Everyone,Events,"October 15, 2017",1.0.0,4.0 and up,1,10
8997,DW Event,EVENTS,4.3,9,39,1000,Free,0.0,Everyone,Events,"May 29, 2018",2.32.2,4.1 and up,1,10
6913,Bw Events,EVENTS,4.4,16,1.7,100,Free,0.0,Everyone,Events,"August 9, 2016",1.0,4.0 and up,1,10
6394,BK Travel Solutions,EVENTS,4.191767218366257,1,11,100,Free,0.0,Everyone,Events,"June 14, 2018",1.3.0,4.1 and up,1,10
1014,Vivid Seats – Event Tickets,EVENTS,4.6,8232,53,1000000,Free,0.0,Everyone,Events,"July 31, 2018",Varies with device,5.0 and up,1,10
1004,All Events in City,EVENTS,4.0,3782,9.5,100000,Free,0.0,Everyone,Events,"June 12, 2018",8.4,4.0.3 and up,1,10
10105,EY Belgium Inhouse Day 2018,EVENTS,4.191767218366257,0,24,10,Free,0.0,Everyone,Events,"May 14, 2018",18.4.8.0,4.1 and up,1,10
1016,LBB - Find New & Unique Things To Do Around You,EVENTS,4.6,3874,14,100000,Free,0.0,Everyone,Events,"July 27, 2018",4.0.19,4.2 and up,1,10
1017,Happy Birthday Songs Offline,EVENTS,4.4,464,8.9,100000,Free,0.0,Everyone,Events,"December 4, 2017",1.3,4.1 and up,1,10
1019,Mummatikabalkuragi,EVENTS,4.9,69,0.3,1000,Free,0.0,Teen,Events,"July 22, 2018",1.0,4.0 and up,4,10
1018,Series Valley of the Wolves full of part,EVENTS,4.6,731,11,50000,Free,0.0,Everyone,Events,"December 24, 2017",2.0,4.0 and up,1,10
1021,"PTI Flex Maker, Photo Frame Editor & Songs 2018",EVENTS,4.6,99,13,10000,Free,0.0,Everyone,Events,"July 6, 2018",1.1,4.2 and up,1,10
1020,"Gametime - Tickets to Sports, Concerts, Theater",EVENTS,4.5,8800,24,1000000,Free,0.0,Everyone,Events,"July 17, 2018",11.1.1,5.0 and up,1,10
5901,AZ Practice Test & Questions,FAMILY,4.4,13,3.4,1000,Free,0.0,Everyone,Education,"March 23, 2017",1.0,2.3.3 and up,1,11
6029,Live Radio BD,FAMILY,4.2,69,3.5,10000,Free,0.0,Everyone,Entertainment,"May 4, 2015",1.1,4.0 and up,1,11
5903,Ultrasound A-Z,FAMILY,4.5,112,39,10000,Free,0.0,Everyone,Education,"June 5, 2018",1.5,4.0 and up,1,11
4066,E!,FAMILY,3.1,740,20,100000,Free,0.0,Teen,Entertainment,"May 24, 2018",3.3.1.41,4.4 and up,4,11
6022,BD Sports Box & TV,FAMILY,4.2,5,3.3,500,Free,0.0,Everyone,Entertainment,"April 13, 2018",1.1,4.0.3 and up,1,11
5904,A-Z Punjabi Songs & Music Videos 2018,FAMILY,4.3,367,5.1,100000,Free,0.0,Everyone,Entertainment,"May 17, 2018",1.0.19,4.1 and up,1,11
6021,BD TYCOON,FAMILY,3.3,16,33,500,Free,0.0,Everyone,Simulation,"July 6, 2017",1.2,4.1 and up,1,11
6027,BD Online Passport Application,FAMILY,4.6,12,2.4,5000,Free,0.0,Everyone,Education,"October 7, 2017",3.0,4.0.3 and up,1,11
6026,BD All Results,FAMILY,4.1,205,7.3,50000,Free,0.0,Everyone,Education,"November 29, 2017",9.0,4.0.3 and up,1,11
6053,Be My Princess: PARTY,FAMILY,4.4,9443,21,100000,Free,0.0,Teen,Simulation,"December 12, 2016",1.8.0,4.0.3 and up,4,11
4065,Car Parking Game 3D - Real City Driving Challenge,FAMILY,4.4,187892,40,5000000,Free,0.0,Everyone,Simulation,"May 10, 2018",1.2.0,4.0 and up,1,11
6076,Be Like Bro - Compilation,FAMILY,4.4,146,3.9,10000,Free,0.0,Teen,Entertainment,"March 30, 2018",2.4,4.1 and up,4,11
3986,Clash of Clans,FAMILY,4.6,44881447,98,100000000,Free,0.0,Everyone 10+,Strategy,"July 15, 2018",10.322.16,4.1 and up,2,11
5916,ba,FAMILY,3.1,1734,5.8,500000,Free,0.0,Everyone,Strategy,"June 8, 2016",1.0.3,4.0 and up,1,11
4062,Broken Screen Prank,FAMILY,3.3,23682,9.8,1000000,Free,0.0,Teen,Casual,"June 14, 2018",6.2,4.0 and up,4,11
3987,Clash Royale,FAMILY,4.6,23125280,97,100000000,Free,0.0,Everyone 10+,Strategy,"June 27, 2018",2.3.2,4.1 and up,2,11
4060,Bad Piggies,FAMILY,4.3,1168959,66,50000000,Free,0.0,Everyone,Puzzle,"May 3, 2017",2.3.3,4.1 and up,1,11
5922,Goody.ba,FAMILY,4.7,303,42,10000,Free,0.0,Everyone,Entertainment,"July 22, 2018",2.0.5,4.1 and up,1,11
3988,C Programming,FAMILY,4.3,22248,1.8,1000000,Free,0.0,Everyone,Education,"June 28, 2015",3.0,2.3 and up,1,11
6014,BD Earn Pro,FAMILY,4.2,540,3.2,10000,Free,0.0,Everyone,Entertainment,"August 1, 2018",2.4,4.1 and up,1,11
6011,BD Simplist Through Their Eyes,FAMILY,4.191767218366257,1,38,10,Free,0.0,Everyone,Simulation,"December 4, 2015",1.0,4.1 and up,1,11
3952,Block Craft 3D: Building Simulator Games For Free,FAMILY,4.5,944661,57,50000000,Free,0.0,Everyone,Simulation,"March 5, 2018",2.10.2,4.0.3 and up,1,11
3947,Disney Magic Timer by Oral-B,FAMILY,3.9,31061,83,1000000,Free,0.0,Everyone,Health & Fitness;Action & Adventure,"June 16, 2018",4.0.6,4.2 and up,1,11
6058,Be My Princess 2,FAMILY,4.3,2806,27,100000,Free,0.0,Teen,Entertainment,"March 20, 2018",3.6,2.3 and up,4,11
3935,Dragon Sim Online: Be A Dragon,FAMILY,4.6,111741,66,5000000,Free,0.0,Teen,Simulation,"February 27, 2018",5.4,4.0 and up,4,11
5888,Catalyst AZ,FAMILY,4.8,12,8.4,500,Free,0.0,Teen,Education,"June 27, 2018",3.8.0,4.1 and up,4,11
3942,Cat Sim Online: Play with Cats,FAMILY,4.6,137198,81,5000000,Free,0.0,Everyone 10+,Simulation,"April 22, 2018",3.7,4.0 and up,2,11
6043,Exam Result BD,FAMILY,5.0,2,2.6,500,Free,0.0,Everyone,Education,"July 22, 2017",1.0,3.2 and up,1,11
5893,Arizona Mobile,FAMILY,4.3,285,6.2,10000,Free,0.0,Everyone,Education,"November 7, 2017",4.7,4.1 and up,1,11
4073,Eternium,FAMILY,4.8,1506783,89,10000000,Free,0.0,Teen,Role Playing,"July 18, 2018",1.2.115,4.0 and up,4,11
6059,Millionaire Quiz Free: Be Rich,FAMILY,3.8,66033,6.8,10000000,Free,0.0,Everyone,Casual,"January 1, 2018",2.5.1,4.0 and up,1,11
6064,Be My Princess,FAMILY,4.2,3103,8.8,100000,Free,0.0,Teen,Entertainment,"September 19, 2017",6.5,2.2 and up,4,11
6065,Fat No More - Be the Biggest Loser in the Gym!,FAMILY,3.8,48545,38,1000000,Free,0.0,Everyone,Casual,"August 3, 2018",1.2.14,4.1 and up,1,11
6066,Be Like Bill - Maker,FAMILY,4.3,18,1.7,1000,Free,0.0,Everyone,Entertainment,"January 27, 2016",1.2,3.2 and up,1,11
3975,Hay Day,FAMILY,4.5,10053186,94,100000000,Free,0.0,Everyone,Casual,"June 28, 2018",1_39_93,4.0.3 and up,1,11
6070,Hair Salon - Fun Games,FAMILY,3.8,484226,27,50000000,Free,0.0,Teen,Casual,"June 15, 2018",3.0.10,4.0 and up,4,11
5895,Az Video Status,FAMILY,4.8,13,6.0,100,Free,0.0,Everyone,Entertainment,"August 2, 2018",1.0.4,4.1 and up,1,11
4071,Eventbrite - Discover popular events & nearby fun,FAMILY,4.4,63773,8.8,5000000,Free,0.0,Everyone,Entertainment,"July 30, 2018",5.7.2,5.0 and up,1,11
6073,Be like Bill Generator,FAMILY,4.2,67,6.5,5000,Free,0.0,Teen,Entertainment,"January 29, 2016",1.08,4.0.3 and up,4,11
3990,Learn C [NEW],FAMILY,4.5,349,11,50000,Free,0.0,Everyone,Education,"March 16, 2018",2.1.1,4.0 and up,1,11
5898,Arizona DMV Permit Test - AZ,FAMILY,4.2,109,30,10000,Free,0.0,Everyone,Education,"February 15, 2018",6.0.3,4.4 and up,1,11
6037,Educationboard Results BD,FAMILY,4.0,983,7.2,100000,Free,0.0,Everyone,Education,"June 12, 2018",1.0,4.0 and up,1,11
6075,"Star Girl - Fashion, Makeup & Dress Up",FAMILY,4.3,556929,53,10000000,Free,0.0,Teen,Casual,"April 19, 2018",4.2.1,4.0.3 and up,4,11
6036,Rabbithole,FAMILY,3.5,3347,15,100000,Free,0.0,Everyone,Entertainment,"July 18, 2018",1.1.15.12,4.4 and up,1,11
5887,Az Content,FAMILY,3.5,24,13,10000,Free,0.0,Everyone,Entertainment,"June 5, 2018",1.0.15,4.1 and up,1,11
6035,BD Hospital's,FAMILY,4.7,12,2.3,100,Free,0.0,Everyone,Education,"October 7, 2015",1.1,3.0 and up,1,11
4070,Chuck E.'s Skate Universe,FAMILY,3.9,94910,44,10000000,Free,0.0,Everyone,Action;Action & Adventure,"January 10, 2017",1.12,4.3 and up,1,11
3933,Hungry Hearts Diner: A Tale of Star-Crossed Souls,FAMILY,4.9,46253,56,500000,Free,0.0,Everyone 10+,Simulation,"February 7, 2018",1.0.1,4.0 and up,2,11
3991,Mobile C [ C/C++ Compiler ],FAMILY,4.3,4624,78,100000,Free,0.0,Everyone,Education,"July 7, 2018",2.5.1,4.0.3 and up,1,11
6003,Jagobd - Bangla TV(Official),FAMILY,4.3,39109,4.0,1000000,Free,0.0,Everyone,Entertainment,"December 20, 2017",6.5,4.0 and up,1,11
5996,Railroad Radio Vancouver BC,FAMILY,5.0,4,1.7,100,Free,0.0,Teen,Entertainment,"June 28, 2015",1,2.2 and up,4,11
5993,AP Calculus BC Practice Test,FAMILY,4.2,4,29,500,Free,0.0,Everyone,Education,"January 25, 2018",6.0.2,4.4 and up,1,11
4020,C Pattern Programs Free,FAMILY,4.5,4115,5.8,100000,Free,0.0,Everyone,Education,"July 8, 2018",7.1.0,4.0 and up,1,11
5932,Elif Ba - Learn The Holy Quran,FAMILY,4.8,1491,38,50000,Free,0.0,Everyone,Education,"October 31, 2017",1.3,4.1 and up,1,11
5933,Instant Ba-dum-tss,FAMILY,4.0,13,2.0,1000,Free,0.0,Everyone,Entertainment,"September 23, 2015",1.0,1.6 and up,1,11
5935,BA VPN - Free Unlimited VPN,FAMILY,4.1,181,9.2,10000,Free,0.0,Everyone,Entertainment,"June 14, 2018",1.2.1,5.0 and up,1,11
5990,British Columbia License,FAMILY,3.3,14,11,1000,Free,0.0,Everyone,Education,"January 19, 2015",1.2,4.0 and up,1,11
6079,The Sims™ Mobile,FAMILY,4.5,559597,89,10000000,Free,0.0,Teen,Simulation,"July 26, 2018",11.1.1.179661,4.1 and up,4,11
4022,C Functions,FAMILY,4.8,55,1.5,1000,Free,0.0,Everyone,Education,"September 26, 2015",1.0,4.0.3 and up,1,11
4027,Let us C - Example Programs,FAMILY,4.3,36,1.1,5000,Free,0.0,Everyone,Education,"August 30, 2017",1.2,3.0 and up,1,11
5984,BC Wildflowers,FAMILY,4.4,7,81,1000,Free,0.0,Everyone,Education,"July 10, 2017",3.5,4.1 and up,1,11
5978,Truck Driving Test Class 3 BC,FAMILY,1.0,1,2.0,50,Paid,1.49,Everyone,Education,"April 9, 2012",1.0,2.1 and up,1,11
4023,Learn C# - .Net - C Sharp Programming Tutorial App,FAMILY,4.0,1320,8.6,100000,Free,0.0,Everyone,Education,"June 3, 2018",4.1.0,4.1 and up,1,11
5977,Car Driving Theory Test BC,FAMILY,4.191767218366257,0,2.2,10,Paid,1.49,Everyone,Education,"April 9, 2012",1.0,2.1 and up,1,11
4026,101 C Programming Problems,FAMILY,4.6,498,5.0,50000,Free,0.0,Everyone,Education,"October 15, 2017",2.0,4.0.3 and up,1,11
5971,Bridge Constructor Stunts FREE,FAMILY,4.1,36151,46,1000000,Free,0.0,Everyone,Simulation,"April 22, 2017",2.7,3.2 and up,1,11
4024,Learn Basic C - For Beginners,FAMILY,4.7,27,0.8,5000,Free,0.0,Everyone,Education,"January 20, 2016",1.0,3.0 and up,1,11
5963,BC Lotto Check,FAMILY,3.0,10,0.7,5000,Free,0.0,Everyone,Entertainment,"June 22, 2016",0.0.7,4.0.3 and up,1,11
5937,Alif Ba Ta Song - Arabic Kids,FAMILY,4.5,227,15,50000,Free,0.0,Everyone,Educational;Education,"February 24, 2018",1.0,2.3 and up,1,11
5962,BC Navigator,FAMILY,4.4,21,32,1000,Free,0.0,Everyone,Education,"May 10, 2018",3.2,4.0.3 and up,1,11
5961,Ice Crush 10.000 B.C.,FAMILY,4.4,31,4.2,100,Paid,0.99,Everyone,Casual,"August 15, 2013",1.48,2.0 and up,1,11
5960,BC Connect,FAMILY,3.8,11,17,1000,Free,0.0,Everyone,Education,"March 14, 2018",2.6.12,4.1 and up,1,11
5943,Poteau BA,FAMILY,4.191767218366257,3,4.0,500,Free,0.0,Everyone,Education,"July 16, 2017",1.0.2,5.0 and up,1,11
5956,"Survival Mobile:10,000 BC",FAMILY,4.3,7441,52,500000,Free,0.0,Everyone 10+,Strategy,"August 2, 2018",0.1.801,2.3 and up,2,11
4025,C Prowess,FAMILY,4.8,306,3.3,5000,Free,0.0,Everyone,Education,"June 3, 2017",1.2,4.1 and up,1,11
5953,Elifba Quran Learning Game,FAMILY,4.7,1424,19,100000,Free,0.0,Everyone,Educational,"June 7, 2018",2.2,4.1 and up,1,11
4028,C Examples,FAMILY,4.2,1002,4.4,10000,Free,0.0,Everyone,Education,"August 31, 2016",3.9,4.0 and up,1,11
4057,Mind Games Pro,FAMILY,4.6,15301,18,100000,Paid,2.99,Everyone,Puzzle;Brain Games,"July 18, 2018",3.0.5,2.3 and up,1,11
4029,C BOOK-C PROGRAMS,FAMILY,4.8,138,2.1,10000,Free,0.0,Everyone,Education,"September 22, 2017",1.0,3.0 and up,1,11
4030,100+ C Programs,FAMILY,4.2,20,1.6,5000,Free,0.0,Everyone,Education,"January 3, 2017",1.0,4.0 and up,1,11
5924,Alif Ba Ta Bullseye,FAMILY,4.191767218366257,1,16,5,Paid,1.99,Everyone,Educational,"May 30, 2016",1.1,2.2 and up,1,11
4055,Plants vs. Zombies FREE,FAMILY,4.4,4064868,69,100000000,Free,0.0,Everyone 10+,Strategy,"July 6, 2018",2.2.00,4.1 and up,2,11
6010,BD Radio TV Free List,FAMILY,4.3,539,13,50000,Free,0.0,Everyone,Entertainment,"August 1, 2018",1.3,4.2 and up,1,11
3994,Candy Crush Saga,FAMILY,4.4,22419455,74,500000000,Free,0.0,Everyone,Casual,"July 5, 2018",1.129.0.2,4.1 and up,1,11
5926,Learn alif ba ta,FAMILY,4.8,23,35,10000,Free,0.0,Everyone,Educational;Education,"November 28, 2017",1.0.2,2.3 and up,1,11
6006,বাংলা টিভি প্রো BD Bangla TV,FAMILY,4.3,193,14,10000,Free,0.0,Everyone,Entertainment,"April 29, 2017",1.3,4.0 and up,1,11
4053,Dance School Stories - Dance Dreams Come True,FAMILY,4.4,91171,36,1000000,Free,0.0,Everyone,Role Playing,"August 3, 2018",1.0.8,4.1 and up,1,11
3999,Learn C++,FAMILY,4.6,73404,5.3,1000000,Free,0.0,Everyone,Education,"December 25, 2017",4.5.2,4.0 and up,1,11
5945,Ain Arabic Kids Alif Ba ta,FAMILY,4.191767218366257,0,33,0,Paid,2.99,Everyone,Education,"April 15, 2016",1.0,3.0 and up,1,11
6000,"BDCast - Bangla Live TV,Radio",FAMILY,4.4,7461,31,1000000,Free,0.0,Everyone,Entertainment,"May 20, 2018",4.2.1,4.1 and up,1,11
4001,C Programming Zone,FAMILY,4.6,1218,4.0,50000,Free,0.0,Everyone,Education,"May 13, 2017",3.0,4.0.3 and up,1,11
5999,Bridge Constructor Playground FREE,FAMILY,3.9,137377,30,5000000,Free,0.0,Everyone,Simulation,"April 12, 2017",2.2,4.0.3 and up,1,11
4050,Block City Wars + skins export,FAMILY,4.5,762706,28,10000000,Free,0.0,Teen,Simulation,"March 30, 2018",6.7.5,4.0 and up,4,11
5927,Learn Quran with Elif Ba,FAMILY,4.191767218366257,3,12,100,Paid,1.49,Everyone,Education,"March 3, 2017",1.2,2.3 and up,1,11
5928,Arabic Alif Ba Ta For Kids,FAMILY,4.5,226,26,100000,Free,0.0,Everyone,Education;Education,"May 30, 2017",1.0.0,2.3 and up,1,11
4004,All C Programs,FAMILY,4.7,2387,6.9,100000,Free,0.0,Everyone,Education,"June 9, 2018",2.5.1,4.1 and up,1,11
4009,C-SPAN Radio,FAMILY,3.6,608,5.4,100000,Free,0.0,Everyone,Entertainment,"May 17, 2018",4.3.2,4.1 and up,1,11
5929,Arabic Alphabet Alif Ba Ta Wooden Blocks,FAMILY,4.6,66,17,10000,Free,0.0,Everyone,Educational;Education,"February 25, 2018",1.0.0,2.3 and up,1,11
4013,learn c in hindi,FAMILY,4.3,109,2.7,5000,Free,0.0,Everyone,Education,"June 24, 2017",4.1,4.0 and up,1,11
5930,Let's Learn Alif Ba Ta,FAMILY,4.6,32,60,10000,Free,0.0,Everyone,Education,"November 29, 2017",6,4.0.3 and up,1,11
5931,Sufara.ba,FAMILY,4.9,285,25,10000,Free,0.0,Everyone,Education,"January 5, 2018",1.0.5,4.4 and up,1,11
4014,Learn C Programming (Examples) (OFFLINE),FAMILY,4.3,43,3.7,10000,Free,0.0,Everyone,Education,"December 16, 2017",1.0.3,4.1 and up,1,11
4015,"C Programming - Learn Code, Theory & Discuss",FAMILY,4.5,2751,7.0,100000,Free,0.0,Everyone,Education,"June 15, 2018",3.2.8,4.0.3 and up,1,11
4016,Expert C Programming - Learn C Coding Easily,FAMILY,4.4,77,6.9,5000,Free,0.0,Everyone,Education,"January 5, 2018",1.1.9,5.0 and up,1,11
4018,codeEazy - C/C++/JAVA,FAMILY,4.6,130,2.2,10000,Free,0.0,Everyone,Education,"April 4, 2016",1.0.3,4.0.3 and up,1,11
4019,Batmobile™ R/C Controller,FAMILY,3.7,452,30,100000,Free,0.0,Everyone,Entertainment,"February 2, 2018",1.0.8,4.4 and up,1,11
5997,AP Calculus BC: Practice Tests and Flashcards,FAMILY,3.6,5,5.4,1000,Free,0.0,Everyone,Education,"July 3, 2018",1.6.7.1,4.1 and up,1,11
6083,OK K.O.! Lakewood Plaza Turbo,FAMILY,4.5,76608,24,1000000,Free,0.0,Everyone 10+,Action;Action & Adventure,"January 5, 2017",1.3.1,4.0 and up,2,11
3881,Color by Number - Draw Sandbox Pixel Art,FAMILY,4.6,10247,15,1000000,Free,0.0,Everyone,Entertainment,"July 27, 2018",1.3.13,4.1 and up,1,11
6086,Nick,FAMILY,4.2,123309,25,10000000,Free,0.0,Everyone 10+,Entertainment;Music & Video,"January 24, 2018",2.0.8,4.4 and up,2,11
6397,BkEmu - BK-0010/11M emulator,FAMILY,4.6,222,1.4,10000,Free,0.0,Everyone,Entertainment,"February 7, 2016",0.4.0,2.1 and up,1,11
6401,Red Embrace (BL/Yaoi Game),FAMILY,4.3,616,25,10000,Free,0.0,Teen,Casual,"June 12, 2018",4.5.5,2.3.3 and up,4,11
6403,Yaoi Ooku: Distorted Love,FAMILY,4.0,2614,6.3,100000,Free,0.0,Mature 17+,Simulation,"April 14, 2015",1.0.8,2.2 and up,3,11
6404,Yaoi Novels - Shounen ai Book&fiction,FAMILY,3.2,304,4.7,10000,Free,0.0,Teen,Entertainment,"February 14, 2018",1.0.2,4.0.3 and up,4,11
6405,Cerulean Heart,FAMILY,4.6,2683,25,10000,Free,0.0,Mature 17+,Simulation,"June 15, 2018",1.3.1,4.0 and up,3,11
6406,BL 女性向け恋愛ゲーム◆俺プリクロス,FAMILY,4.2,3379,62,100000,Free,0.0,Mature 17+,Simulation,"March 23, 2017",1.6.3,2.3.3 and up,3,11
6395,BK Murli Dictionary (H to E),FAMILY,4.6,106,3.9,10000,Free,0.0,Everyone,Education,"November 19, 2016",1.1,2.2 and up,1,11
6412,Gaydorado,FAMILY,3.9,8419,47,100000,Free,0.0,Teen,Role Playing,"August 1, 2018",0.0.42,4.0.3 and up,4,11
6417,BL 女性向け恋愛ゲーム◆ごくメン,FAMILY,4.2,1901,8.2,100000,Free,0.0,Mature 17+,Simulation,"July 7, 2016",1.3.0,2.3.3 and up,3,11
6418,あなカレ【BL】無料ゲーム,FAMILY,4.7,6073,8.5,100000,Free,0.0,Mature 17+,Simulation,"February 25, 2018",4.2.2,2.3 and up,3,11
6421,Chess of Blades (Demo),FAMILY,4.2,45,23,1000,Free,0.0,Teen,Casual,"January 25, 2018",1.5,2.3.3 and up,4,11
6426,OTOME of Ikemen cafe,FAMILY,4.5,1318,24,50000,Free,0.0,Teen,Simulation,"March 5, 2018",1.0.21,4.1 and up,4,11
6431,Skill Tree - BL Pre Sequel,FAMILY,4.3,855,7.0,10000,Free,0.0,Teen,Entertainment,"February 22, 2016",5.0,2.3.3 and up,4,11
6456,Bm,FAMILY,4.191767218366257,1,1.7,100,Free,0.0,Everyone,Puzzle,"September 21, 2016",1.0,4.0.3 and up,1,11
6413,Chess of Blades (BL/Yaoi Game) (No VA),FAMILY,4.8,4,23,10,Paid,14.99,Teen,Casual,"January 24, 2018",1.03,2.3.3 and up,4,11
6392,BK murli today (Mobile Murli) - Gyan,FAMILY,4.8,100,4.5,5000,Free,0.0,Everyone,Education,"August 5, 2018",2.0,4.4 and up,1,11
6390,Burger King Foot Lettuce,FAMILY,4.4,150,5.9,10000,Free,0.0,Everyone,Entertainment,"June 11, 2018",1.07,4.0 and up,1,11
6388,Baba Yaad Hai?(BK's),FAMILY,4.8,160,13,10000,Free,0.0,Everyone,Entertainment,"March 5, 2017",1.3,2.3 and up,1,11
6324,DJ Music Pad,FAMILY,3.6,35121,5.1,5000000,Free,0.0,Everyone,Entertainment,"May 22, 2018",1.0.6,4.0 and up,1,11
6325,BJ-DRONE,FAMILY,4.191767218366257,1,23,100,Free,0.0,Everyone,Entertainment,"March 27, 2018",1.0,4.0.3 and up,1,11
6330,HON. B.J. ACS COLLEGE ALE,FAMILY,5.0,3,1.8,100,Free,0.0,Mature 17+,Education,"December 26, 2016",3.1,4.3 and up,3,11
6338,Real DJ Simulator,FAMILY,4.0,68664,55,10000000,Free,0.0,Everyone,Simulation,"April 20, 2018",1.7,4.1 and up,1,11
6344,3D DJ – DJ Mixer 2018,FAMILY,4.3,6333,30,1000000,Free,0.0,Everyone,Entertainment,"May 25, 2018",1.1.12,5.0 and up,1,11
6346,Phonics Puzzles,FAMILY,3.8,4,54,100,Paid,2.99,Everyone,Educational,"August 27, 2016",1.8.2,2.3 and up,1,11
6347,Spider grinder in screen funny,FAMILY,4.1,956,10,100000,Free,0.0,Teen,Entertainment,"May 17, 2016",1.1,2.2 and up,4,11
6349,KISW 99.9 FM SEATTLE,FAMILY,4.0,1469,5.2,100000,Free,0.0,Everyone,Entertainment,"January 29, 2018",2.1.10,2.3.3 and up,1,11
6364,BK Video Status,FAMILY,5.0,13,2.1,100,Free,0.0,Everyone,Entertainment,"July 7, 2018",2.3,4.4 and up,1,11
6374,Korean English Translator,FAMILY,4.4,634,1.8,100000,Free,0.0,Everyone,Education,"September 5, 2017",1.6,2.3 and up,1,11
6376,Audio Murli Glossary For BK,FAMILY,4.7,39,20,1000,Free,0.0,Everyone,Education,"January 25, 2016",1.1,4.0.3 and up,1,11
6384,BK Dinos,FAMILY,4.4,30,99,5000,Free,0.0,Everyone,Entertainment,"March 31, 2018",0.1,4.0 and up,1,11
